 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
129.71875,51.30971178,-0.174812472,-0.227910181,6.010033445,31.39957022,5.711785305,,0.0
140.15625,39.14624772,-0.11051747,0.909733385,2.484949833,13.76671162,9.043366195,117.2404358,0.0
15.8359375,35.20604026,,30.60445917,111.86538459999998,58.54717766,0.2002952089999999,0.3492781239999999,1.0
92.890625,50.00066162,1.409737846,1.964645676,42.98829431,74.76461298,1.3950157980000002,0.321894692,1.0
33.9296875,33.52195726,4.784318332,25.9038546,9.943979933,36.45542069,4.313502987,19.5970402,1.0
84.0078125,34.2523941,1.363557767,5.062536586,10.24665552,40.57020667,4.084324106,15.84995549,1.0
74.515625,34.35408099,1.863238661,7.586409245,5.974916388,31.30726522,5.486881071,29.91894199,1.0
154.328125,54.53627081,,-0.685811889,1.797658863,15.09227563,10.66082779,130.3232321,0.0
40.3125,35.80366383,4.073373156000001,19.88730243,112.2324415,92.99605928,0.26174174,-1.439425217,1.0
120.734375,42.21919816,0.455167855,0.738142028,1.512541806,12.03835884,12.25038406,197.0484739,0.0
145.515625,47.82421987,-0.144941624,-0.064160488,0.79180602,10.07460298,17.77944407,381.365173,0.0
58.8671875,38.17483855,,11.23843312,24.2006689,56.11396847,2.456263348,5.115000831000001,1.0
112.7890625,48.749143,0.174574995,-0.020146361,4.357859532,28.33942082,6.899840384,48.05085979,0.0
129.78125,43.70228425,0.0257202679999999,0.448573491,2.341973244,,9.437351287,128.7812011,0.0
99.3671875,42.07951385,0.517748409,0.985562876,3.1931438130000003,19.75164325,7.931934171,72.93329357,0.0
143.0859375,51.88358774,-0.048792376,-0.347212084,2.233277592,,10.47890412,129.0821241,0.0
77.40625,34.70082796,0.967432444,4.14109672,0.923076923,13.3240084,15.03806645,233.698978,0.0
115.2890625,44.10714092,0.08596412,0.308754368,3.031772575,,8.545544297000001,89.09731327,0.0
114.390625,53.68938943,0.185395499,-0.528509994,1.829431438,13.55131471,11.33677051,159.05005590000002,0.0
63.0859375,39.57607929,2.6948427880000003,9.087356463,19.627090300000003,52.92638355,2.890254342,7.578930279,1.0
104.9140625,34.95064094,0.483298797,1.915523631,0.975752508,12.29875788,14.43483854,230.9582699,0.0
146.9921875,50.88751322,-0.138513377,-0.196808404,115.0894649,75.93002757,-0.793967903,-1.22440009,0.0
72.7421875,34.7300406,2.048370952,8.714217534,4.142140468,25.96337522,6.859046095,48.94787763,1.0
50.8125,31.05004781,3.708288059,20.62248975,8.838628762999999,,4.747143321999999,23.58408639,1.0
130.2265625,42.12374161,,0.708950043,1.643812709,12.66682207,11.39158625,169.6566801,0.0
124.2109375,48.37639732,0.0664608679999999,-0.181751348,6.2826086960000005,29.14317784,5.273447095,28.89463461,0.0
116.671875,46.00867944,0.27486252,0.610120341,2.466555184,,9.081120276,108.544379,0.0
110.4375,37.80082464,0.669242075,1.579576521,8.188963211,35.39229852,4.569847185,20.54356952,0.0
112.421875,43.68845839,0.442356339,0.463952655,25.73578595,,2.090990129,2.870576444,1.0
85.4453125,49.86353386,1.314571449,2.081513939,131.3795987,,-0.473466462,-0.5797124610000001,1.0
26.578125,31.82363739,5.502086902,31.52984285,134.798495,72.05558309,0.029296678,-1.211265258,1.0
51.3046875,55.13202316,,4.277561333,40.35785953,65.63761639,1.586397716,1.354502915,1.0
130.2578125,49.04036062,0.101426482,-0.145024328,1.810200669,14.17868282,11.13995561,150.87613069999998,0.0
17.671875,29.86770554,,38.32876428,49.28093645,63.74260797,1.370528004,1.24061254,1.0
129.0,46.19236273,0.29024413,0.398319787,2.617056856,18.08763995,8.727067078,89.94329402,0.0
123.3046875,53.12640566,0.090780243,-0.672392146,39.32943144,78.42141436,1.599244065,0.755929414,0.0
92.078125,35.49088998,0.7301284240000001,2.575286382,55.75167224,88.54947433,0.973260793,-1.017572027,0.0
133.6640625,43.34532078,0.171911552,0.829270521,3.153010033,19.8000667,8.384938699,81.48750263,0.0
42.578125,46.63833746,2.841558376,7.832819342,12.97157191,38.49884932,3.799727502,14.99083404,1.0
120.0546875,49.05024665,0.051263399,0.040545712,1.216555184,15.09155205,13.90822152,202.5609051,0.0
36.0625,26.91907723,5.350862699,35.98580629,105.4205686,81.1169902,0.3038976339999999,-1.00595417,1.0
109.375,49.99984375,0.131348075,-0.2176641319999999,4.081103679,20.6266204,6.386286479,47.87283439,0.0
79.09375,35.03557065,,3.883183872,1.6295986619999998,,12.15196373,192.4558237,0.0
140.09375,53.87781859,,-0.395483274,6.183110368,31.7256332,5.411043052,29.15179729,0.0
136.7734375,43.67121743,0.084585409,0.088295268,0.513377926,9.480696193,22.83274029,555.8670885,0.0
140.9375,48.19195829,,0.027966947,7.991638796,35.78047519,4.778624875,22.63805565,0.0
96.453125,41.16465781,1.283035926,3.646660796,15.68896321,49.03127026,3.2221887810000003,9.373178747,1.0
88.15625,33.5997669,0.854346615,3.610585758,2.660535117,18.96287028,8.350747036,77.19539925,0.0
115.6328125,54.47861838,0.100637677,-0.501546315,3.532608696,20.44357043,7.918694209,73.48345006,0.0
119.90625,55.72609318,0.248915201,-0.501388304,5.623745819,28.25650968,5.912220987,37.49910839,0.0
92.234375,43.49685412,0.506997817,0.922090326,2.826086957,18.61351835,7.891568182,,0.0
107.078125,43.72510173,,0.496889508,2.259197324,15.72914686,10.12896557,120.5357653,0.0
107.3515625,49.82603954,0.349515296,0.131933658,4.275919732,24.92314183,6.489325841,44.29654047,1.0
85.3984375,44.20271836,1.34845305,3.693909489,11.95401338,44.68897037,3.864755838,14.07733523,1.0
133.921875,60.35281805,-0.141441818,-0.929852294,179.24581940000002,48.15338968,-1.437906902,1.3605389490000002,0.0
116.8359375,48.03331808,0.368218272,-0.021364361,2.738294314,17.27524294,8.667335968,89.7861223,1.0
81.109375,36.79869953,1.512642171,4.522207806,8.422240803,,4.747951339,21.65644713,1.0
64.203125,48.01112491,2.348346315,5.995983452999999,101.0292642,70.70657475,0.348987541,-0.711533353,1.0
150.0625,49.21250953,-0.162676114,-0.091267189,3.5275919730000003,20.45478106,7.56049042,65.21021135,0.0
29.03125,29.24998331,6.313134283999999,43.80746956,34.37876254,58.76396454,1.994729884,3.431100491,1.0
50.0625,60.16549442,1.926926518,2.924904194,69.12625418,67.68154044,0.907627901,-0.0152805,1.0
115.7890625,44.9438282,0.263763251,0.060130707,18.47157191,49.72834257,2.6213778,5.632990738999999,0.0
21.5703125,30.87137722,5.661067337,34.31211675,52.07859532,63.06510818,1.239048946,0.847647921,1.0
31.5078125,32.41961118,4.863106117,28.54648857,25.98160535,50.55684568,2.392551815,5.598698289,1.0
137.0859375,49.10337109,0.1014491519999999,-0.224248048,4.030936455,21.84495869,7.278843806,60.45467455,0.0
14.3125,33.18596983,,32.77846676,151.73662209999998,72.67116823,-0.394167716,-0.995302918,1.0
37.5859375,60.30256101,2.222209937,3.719046054,70.99665552,72.37353164,0.963634078,-0.246372287,1.0
135.9140625,34.36614144,-0.256653992,2.003567503,4.844481605,23.94581875,5.816359736,37.74893669,0.0
75.5703125,31.90383098,1.882443041,8.925853354,13.46070234,,3.338827957,10.06191759,1.0
123.71875,53.20258122,-0.1690792639999999,-0.545794702,2.168060201,13.59960222,9.476554136,124.2153777,0.0
8.2734375,32.70624817,6.015472886,37.02988934,73.28177258,47.50191021,1.431424939,2.364449475,1.0
67.078125,34.17158207,1.821346733,7.722496191,2.47826087,21.50652143,9.450350633,91.80471717,1.0
95.734375,50.2122813,0.7064685559999999,0.5972504710000001,96.08444816,109.6553451,0.2876419719999999,-1.874683189,1.0
89.4375,40.4904985,0.561311955,1.290223573,2.62541806,18.90254419,8.074870162,,1.0
101.3359375,49.19576286,0.588679004,0.572627591,4.85451505,26.99019216,6.453153284,44.42716152,1.0
136.9765625,53.74090982,,-0.312467323,22.659699,59.08450454,2.24064736,3.079771595,0.0
117.9375,50.12901324,-0.1681874789999999,-0.337241426,2.663043478,19.78549701,8.82314201,84.61463094,0.0
106.828125,45.78518274,0.507350152,0.315390332,10.09615385,,3.933973601,14.80327057,0.0
55.9296875,38.32186541,2.776419055,9.956893225,78.61956522,69.67275336,0.585582165,-0.4264999439999999,1.0
142.5078125,45.52283014,-0.328162243,0.181163155,2.632943144,20.81330979,8.759265126,80.59089424,0.0
94.5546875,42.75636075,,0.8408078290000001,2.680602007,16.24282682,9.447210904,112.290715,0.0
159.671875,56.30054803,-0.867088063,0.190458812,138.93394650000002,,-0.433252202,-1.601011847,0.0
18.46875,30.67137751,5.324693064,32.13511206,79.77926421,70.61322253,0.457164795,,1.0
103.9140625,44.64828303,0.458696401,0.8870630490000001,0.617056856,10.38057631,19.09166583,396.5751807,0.0
122.09375,50.78346149,0.01799367,-0.417075863,1.7968227419999998,13.68456238,10.42457337,,0.0
21.9375,33.21632458,5.365765185,29.99690562,120.5802676,82.76088423,-0.076429822,-1.144676545,1.0
100.6640625,40.65773246,0.49782947,1.60426227,2.7098662210000004,22.61603901,9.212111613,87.58085094,0.0
113.203125,41.31403351,,0.6474605170000001,5.326086957,24.8636554,5.4156207,33.15287902,0.0
117.4375,48.48094826,0.0499563529999999,0.2324046639999999,3.4122073580000003,20.73341263,7.442761817,63.66071816,0.0
124.890625,49.32944645,-0.222493051,-0.153374611,3.99916388,23.92489291,6.575188627,45.37422068,0.0
67.5703125,54.79217605,2.080023822,3.50914516,43.18729097,63.33319576,1.694861154,1.962960382,1.0
62.765625,33.11685852,2.869593016,13.65133857,10.98913043,43.42229498,4.03619268,15.33900629,1.0
49.0,31.46277562,3.50056118,18.93691145,7.443979933,30.92948673,4.988605266,26.94509399,1.0
61.03125,39.23266685,2.215447877,6.493572277,16.41304348,50.75424391,3.275554212,9.831332507,1.0
102.2890625,38.79637393,0.4851932579999999,1.355040639,1.2909699,14.00808243,13.08295886,187.4166093,0.0
130.53125,44.03530854,0.1298038209999999,0.287191721,3.122909699,17.67523191,8.459971928,,0.0
78.9609375,39.74319956,0.760627122,1.990113962,2.7198996660000003,18.93023555,8.994866382,92.0111219,0.0
117.0703125,45.08588741,0.393116274,0.226718498,1.508361204,15.00877437,11.64563111,149.2381322,1.0
123.7421875,45.03301672,0.332523412,0.242907514,4.355351171000001,24.6176782,6.545078443,46.74493431,0.0
158.1796875,42.14325153,,0.979637093,5.610367892999999,30.14649893,5.941189074,36.41273571,0.0
106.046875,45.70589735,0.664885875,0.946468533,20.75334448,51.12598575,2.443580289,,1.0
20.6328125,37.68078736,4.47160122,20.83194075,89.77257525,59.61187271,0.624629697,0.209515757,1.0
45.546875,33.08343132,4.291156306,23.67373009,15.60702341,44.83227103,3.389806746,11.4423978,1.0
100.375,41.00342973,1.2193268659999998,3.156956814,7.722408027,38.92933568,5.17225813,25.78415423,1.0
113.3671875,56.26220299,0.20182366,-0.461098767,7.444816053999999,31.56663809,4.7922743,23.61876321,0.0
74.546875,39.23723108,2.382242416,7.96573733,13.0493311,44.73781003,3.707019777,13.32144303,1.0
99.8828125,48.46368181,0.3999269,0.652447481,12.68896321,44.49505153,3.53838469,11.32808216,1.0
125.3671875,48.6137312,0.1495784859999999,0.021207184,7.364548495,28.94997786,4.556246366,21.98165655,0.0
82.328125,33.762291600000005,1.403836161,5.352269655,2.086120401,18.42289658,9.510244416,94.88604956,1.0
108.109375,49.67947803,0.378149527,-0.255475524,3.862876254,24.60809054,6.7802896310000005,47.24193328,0.0
101.15625,51.68359833,0.35074738,0.06144556,2.366220736,14.22541872,9.617287878,122.70846670000002,0.0
123.921875,49.70972135,-0.071590538,-0.1848350339999999,3.439799331,18.26483604,7.949384567999999,77.62207013,0.0
42.2421875,45.10521486,3.274912409,10.75108954,74.51505017,75.75909456,0.713122645,-0.5852185320000001,1.0
19.2109375,28.9681,7.383228067,54.91450581,77.35785953,74.79688682,0.819743173,-0.304083989,1.0
107.0703125,47.72924673,0.546229089,0.430070789,3.990802676,25.75646327,7.122970555,52.71558643,0.0
115.65625,46.63546087,,0.386753598,1.220735786,13.07150792,13.16243684,197.3156843,0.0
21.3984375,29.04988701,6.001279885,39.37420348,115.9130435,91.08990265,0.1393162999999999,-1.4931068769999998,1.0
143.421875,50.84206695,-0.113968578,-0.401673242,2.4949832780000003,15.14724193,9.109975127,105.8835383,0.0
140.6953125,48.61416309,-0.092634768,-0.108943546,1.459866221,12.1132157,12.98716877,214.2545252,0.0
96.2109375,47.56010216,0.583217577,0.296429672,17.97826087,57.40501413,3.077298249,7.91641485,1.0
101.4765625,38.995786,1.39314485,3.911421156,16.89464883,51.28790079,3.212310711,9.556100388,1.0
121.6796875,53.35859432,-0.217866224,-0.247728426,11.20150502,42.12259577,3.891134318,14.3597952,0.0
112.4296875,35.53248593,0.290976003,1.689669757,2.470735786,18.13536005,9.841046265,109.7220446,1.0
98.0,39.81362832,,1.242162603,1.126254181,14.85571452,14.21557494,208.6010393,1.0
98.7578125,34.53140466,0.594343855,2.444562085,1.040133779,11.08586409,15.25672102,281.18699910000004,0.0
108.5546875,52.55901573,0.13806811,-0.442340081,1.7876254180000002,12.10855501,11.26245898,180.0742523,0.0
109.140625,40.50882126,0.025435585,0.74977417,23.38461538,60.57033197,2.461666975,4.630809746000001,0.0
66.3671875,39.47722268,2.048419995,7.171228861,5.870401338,30.94448195,6.0773535270000005,37.481793,1.0
72.671875,39.71403825,1.736562187,5.300701134,20.54765886,59.07871488,2.757302468,6.050100986,1.0
97.7890625,43.69794266,,0.267032664,6.992474916,30.91772084,5.231418057,28.51796817,0.0
70.09375,44.81253269,,2.383786223,1.91638796,15.28534718,12.46154934,172.4740624,1.0
65.28125,37.85889458,2.192432526,8.421129231,64.80936455,,0.7501280659999999,-0.821381219,1.0
121.9296875,50.0495354,0.0483626709999999,-0.398411963,5.342809365,24.93029493,5.260736144,31.02183678,0.0
139.078125,44.42877189,0.1679450019999999,0.095722603,2.135451505,16.19942753,9.920252308,113.1657528,0.0
115.171875,55.6078779,0.094166154,-0.431832868,3.504180602,23.10328306,7.103304304,52.41635794,0.0
38.0546875,37.99430644,,16.5225833,34.35451505,59.02645009,1.850542127,,1.0
111.90625,54.87036391,0.13316183,-0.094538607,2.443979933,13.13498375,9.447612447,132.47096580000002,0.0
105.1796875,48.40348541,0.558845458,0.35478607,2.431438127,16.34717863,9.591591848,110.1979891,0.0
115.8125,38.74410237,0.042842215,0.902368034,1.460702341,13.8672382,12.7849984,192.8037989,0.0
29.84375,28.884316,5.032562543,32.10654285,31.590301,59.16753358,2.168063783,4.049629529,1.0
45.390625,37.43707937,3.789654194,17.40835227,37.30434783,62.85762711,1.726342662,2.207774532,1.0
61.671875,36.37545304,2.265220701,8.709980861,5.593645485,29.62396029,6.072215931000001,38.23599074,1.0
77.4921875,36.01041431,,6.508272461000001,8.030936455,37.25241407,5.0818884010000005,25.68390631,1.0
14.3359375,31.94728992,5.856152142999999,35.30350776,23.03093645,48.90323747,2.522333773,6.252608495,1.0
8.109375,33.709057200000004,6.1721090610000005,39.09460495,111.3520067,72.14791573,0.2044055339999999,-1.189458162,1.0
89.0546875,43.84388295,1.035462208,1.177780035,2.006688963,12.96341477,10.95409368,160.6677306,1.0
104.1796875,51.81674946,0.236667078,-0.177771862,4.02090301,22.22216942,6.473326299,47.28009427,0.0
21.734375,30.83638384,6.114189192,39.47650720000001,146.5334448,82.5792194,-0.307349352,-1.334366402,1.0
114.1328125,54.59071737,0.09929354,-0.21227264,53.17558528,68.37086017,0.5957441170000001,-1.3737479119999998,0.0
110.328125,49.52715628,0.330367444,-0.179625348,1.933946488,,10.4391882,131.9612833,0.0
129.0234375,48.4446309,-0.057488198,0.176429294,1.641304348,17.21002274,11.17084534,129.39134850000002,0.0
21.7265625,32.54461237,5.72888015,33.54114171,159.1346154,84.21124957,-0.477637589,-1.313405271,1.0
54.3125,37.62079503,3.104716093,13.3905951,5.27173913,28.14779266,6.09455006,39.33132707,1.0
116.265625,42.9740991,0.1161784469999999,0.7234302640000001,1.724916388,16.02831153,10.39375909,117.136929,0.0
143.0234375,54.12030361,-0.189525873,-0.523692053,8.850334448,36.72245413,4.181831108,16.55089439,0.0
123.4453125,43.32143822,0.207214245,0.497773761,4.473244147,,6.226778865,42.41047966,0.0
78.2109375,35.42943081,0.88583668,3.2781298430000003,2.114548495,15.75256275,9.026811448,96.4863885,0.0
77.0078125,47.94047352,1.2361402890000002,1.925759578,22.07525084,55.06049597,2.468206375,4.924128865,1.0
27.9453125,28.51817091,5.9156660720000005,38.4765475,148.86956519999998,64.92165108,-0.075444948,-0.707474459,1.0
116.3671875,46.34751057,-0.0587001559999999,0.052723225,2.483277592,19.03632915,9.178604571,93.93010443,0.0
9.4453125,32.42293955,5.901331773,36.14395837,110.5643813,63.80673449,0.460033325,-0.8288694879999999,1.0
128.703125,42.32710409,-0.051495047,0.235410085,3.006688963,15.87698178,7.946381091,84.20845775,0.0
85.21875,40.21503479,0.518389723,1.455626051,2.586956522,19.58776571,8.796010338,83.28994449,0.0
87.6875,48.11099634,,0.707279599,60.54347826,83.01059055,0.989217856,-0.533603355,1.0
121.3359375,53.077078,-0.054325172,-0.690150358,2.765886288,20.29878096,8.513722377999999,76.50253771,0.0
99.2890625,47.39134816,0.7020010990000001,1.042189754,1.627090301,14.68008008,10.99141172,139.5509004,1.0
119.921875,47.1196299,,0.15596152,1.7123745819999998,14.86300476,12.13914794,172.6504247,0.0
119.484375,51.89065793,0.12227945,-0.343708533,147.86789299999998,88.06758164,-0.8955878079999999,-0.944925133,0.0
105.2421875,44.52645739,0.112815053,0.332529976,3.340301003,19.25194898,7.984062344,,0.0
101.65625,42.71607526,0.3633060079999999,0.574123091,4.134615385,28.00527493,7.037052931,49.79400089,1.0
78.6796875,35.80261286,1.339544781,4.643499047,8.302675585,35.42598426,4.4428910130000006,19.22693734,1.0
8.75,30.95838941,6.279269335,40.91783735,98.51086957,55.03245363,0.971089811,0.311751619,1.0
96.296875,45.80075043,,1.07489165,3.4506688960000003,,7.700336117000001,61.78134405,0.0
93.109375,44.31549432,0.657038744,0.6829546,2.383779264,17.58260117,9.181603961,95.08210481,0.0
94.90625,46.06880681,0.954499556,1.259573948,160.9322742,50.14370248,-1.155139467,0.85549095,0.0
74.8203125,54.30116159,1.777321041,2.123472569,52.96404682,76.96192786,1.231877612,0.199027295,1.0
48.3125,31.36148862,,18.55715856,85.37123746,,0.491667511,-1.207753263,1.0
48.859375,32.71222401,4.292333086,22.99204784,23.60953177,52.01613021,2.531317876,6.107516099999999,1.0
92.8984375,33.12472638,0.7476703020000001,3.403099999,1.094481605,10.51986191,16.0248918,325.2080225,0.0
112.3984375,40.40137294,0.319984342,0.452656972,2.852842809,17.20338936,8.84753441,96.03794789,0.0
57.09375,39.25486385,2.359459563,9.069668714,5.211538462,29.25255443,6.038938618,37.19579402,1.0
97.78125,52.60479682,0.592962349,0.224945217,1.691471572,11.86776194,12.00628519,199.2081619,1.0
139.0546875,41.63763108,-0.263634717,0.342177215,2.576086957,16.14239718,9.275018608,104.9026348,0.0
41.3203125,32.3964537,3.888586052,19.89897188,12.45986622,44.0085606,3.882441397,14.73798107,1.0
114.5859375,59.537085,0.346220816,-0.7054727279999999,3.777591973,26.55616311,7.74997845,60.45059899,1.0
124.421875,48.7180359,,0.193367151,2.04180602,13.08104112,10.36670167,146.9489811,0.0
76.1171875,35.04230058,1.554362622,6.395422289,3.465719064,23.74138806,8.109397541,69.62443497,1.0
108.90625,54.05154333,0.2318933819999999,-0.361809747,6.209866221,29.06980878,5.443583693,30.94921005,0.0
111.75,47.12632624,0.36926456,0.483518743,1.997491639,12.25594499,10.88640721,172.3154295,0.0
60.5234375,41.38122401,2.812397389,8.285401672999999,2.420568562,17.79649579,10.40307237,118.6298063,1.0
121.140625,54.98817122,0.097811212,-0.4809201489999999,1.164715719,13.77550996,13.78602442,204.8889146,0.0
152.578125,50.50751945,-0.161218269,-0.352658509,1.496655518,,11.14068573,139.80805049999998,0.0
14.1484375,35.02768767,4.999419405,26.678071000000003,168.8712375,70.90820395,-0.588690802,-0.977318435,1.0
45.953125,42.52184354,3.025359265,10.17626072,49.39882943,,1.274147653,0.69120019,1.0
100.0625,49.09903099,,0.163036285,2.674749164,13.88553533,8.767736278,112.0127832,0.0
57.8671875,35.14509458,3.392913848,14.63329698,24.85702341,57.36983632,2.549469547,5.703453999,1.0
66.8515625,58.08803796,1.802132263,2.232983407,67.02090301,80.61287231,0.841739875,-0.637751734,1.0
98.5234375,46.92896308,0.296745946,0.341512169,1.077759197,12.53415963,14.09775951,224.31259480000003,0.0
98.2109375,47.24250145,0.591122875,0.40110591,1.427257525,12.35872241,13.39411501,218.1620811,1.0
77.3828125,39.1695276,2.213106287,7.49103005,17.27173913,48.32784746,3.183798985,9.779543823,1.0
110.1484375,46.05467027,0.145977385,0.270810602,2.2090301,12.92316315,9.885300098,142.3512738,0.0
81.6640625,40.93254309,1.703866855,4.148017391000001,16.53595318,47.68371841,3.297480118,10.61600989,1.0
86.3125,47.16704855,0.728503395,1.03163107,24.12040134,58.04411497,2.402478393,4.550779232,1.0
80.265625,49.91719462,1.335702814,1.542415013,161.1312709,89.00716963,-0.987236443,-0.5974304220000001,1.0
84.453125,44.78976225,0.962164479,1.906319437,6.025919732,29.844331300000004,5.199867418,27.16571097,0.0
113.59375,37.10404238,0.358735721,1.308870578,1.498327759,12.47415377,12.21911321,187.6662067,0.0
135.6953125,51.67303434,-0.211101786,-0.171564,126.0183946,78.31961997,-0.926250364,,0.0
97.765625,50.08874692,0.54992549,0.056298891,15.50334448,46.96505663,3.109500247,8.689941472000001,1.0
